Line Number,CML ID,CML Type,Diameter,Spec,Schedule,Diameter_Sch,Event.Comments,Last Date,12 O'Clock,3 O'Clock,6 O'Clock,9 O'Clock,Minimum,Scan Type
350-WF-71815-01F01,2,CML: Elbow,50,1CG,80,5080,,42246.29167,5.8,5.6,5.5,5.3,5.3,RADIAL
350-WF-71815-01F01,6,CML: Reducer,50,1CG,80,5080,Does Not Exist - Replaced with Hose,42242.39583,7.1,7.3,7,6.8,6.8,RADIAL
100-FG-45808-1CS,4,CML: Pipe Length,400,1LC,XS,400XS,,42258.29167,12.6,12.6,12.7,12.4,12.4,RADIAL
350-WF-71815-01F01,6,CML: Elbow,50,1CS,XS,50XS,,42182.29167,4.9,5,5.2,4.7,4.7,RADIAL
350-WF-71815-01F01,3,CML: Elbow,50,1CG,80,5080,,42251.29167,5.5,5.8,5.3,5.6,5.3,RADIAL
125-CW-33839-1LC,3,CML: Reducer,125,1LC,XS,125XS,,42176.5,10.5,10.4,10.2,10.7,10.2,RADIAL
150-WC-40819-1CS,13,CML: Pipe Length,250,1LC,XS,250XS,,42141.29167,12.8,13.1,12.9,12.6,12.6,RADIAL
350-WF-71815-01F01,7,CML: Elbow,80,1CS,XS,80XS,,42184.29167,6.7,7.2,6.9,7,6.7,RADIAL
350-WF-71815-01F01,10,CML: Pipe Length,40,1CS,160,40160,,42145.29167,7.2,7,6.7,6.9,6.7,RADIAL
100-WF-71827-01F01,25,CML: Equal Tee,100,1CG,80,10080,,42415.29167,9.8,10.3,10,10.1,9.8,RADIAL
100-WF-71849-01F01,4,CML: Elbow,100,01F01,80,10080,,42428.29167,9.9,10.1,10.2,10.4,9.9,RADIAL
450-WS-50804-1LC,25,CML: Reducer,450,1LC,XS,450XS,New Spool,42166.29167,12.8,13,13.3,13.1,12.8,RADIAL
100-DN-56829-1CG,4,CML: Elbow,500,1LC,XS,500XS,Nominal diameter actually 550,42275.29167,12.1,13,12.5,12.6,12.1,RADIAL
150-DH-56503-1CS,9,CML: Pipe Length,500,1LC,XS,500XS,Nominal diameter actually 550,42283.29167,12,12,12,12.1,12,RADIAL
250-PW-44800-1LC,12,CML: Pipe Length,250,1LC,XS,250XS,,42139.29167,12.1,12.2,12.5,12.5,12.1,RADIAL
250-PW-44800-1LC,12,CML: Pipe Length,250,1LC,XS,250XS,,42139.29167,12.1,12.2,12.5,12.5,12.1,RADIAL
150-DO-62800-1CS,31,CML: Pipe Length,150,1CS,XS,150XS,,42143.29167,10.2,10.3,10.2,10.4,10.2,RADIAL
350-WF-71815-01F01,3,CML: Reducer,100,1CG,40,10040,,42426.29167,6.1,6.5,6.4,6.1,6.1,RADIAL
350-WF-71815-01F01,2,CML: Reducer,100,01F01,80,10080,,42430.29167,8.5,8.4,8.1,8.1,8.1,RADIAL
50-WF-71925-01F01,3,CML: Reducing Tee,50,1CG,80,5080,,42385.29167,15.3,14.9,15,15.3,14.9,RADIAL
150-DH-56503-1CS,47,CML: Pipe Length,250,1CS,20,25020,"Possible wrong schedule, pipe thicker than sch20 as states in drawing",42148.29167,12.1,12.3,12.5,12.6,12.1,RADIAL
350-WF-71815-01F01,13,CML: Elbow,50,1CS,XS,50XS,,42195.29167,5,5.4,5,5.3,5,RADIAL
350-WF-71815-01F01,7,CML: Pipe Length,50,1CS,XS,50XS,,42142.29167,5.5,5.5,5.1,5.2,5.1,RADIAL
350-WF-71815-01F01,15,CML: Pipe Length,50,1CS,XS,50XS,,42144.29167,5.3,5.3,5.7,5.6,5.3,RADIAL
350-WF-71815-01F01,6,CML: Elbow,40,1CG,80,4080,,42493.29167,8,7.6,7.7,8,7.6,RADIAL
350-WF-71815-01F01,3,CML: Elbow,100,1CS,40,10040,,42147.29167,5.9,6.1,6.1,6.4,5.9,RADIAL
350-WF-71815-01F01,25,CML: Elbow,50,,80S,5080S,Material class on iso marked as 1SS,42223.29167,6.1,6.1,5.9,6.4,5.9,RADIAL
100-WF-71317-01F01,10,CML: Pipe Length,100,01F01,80,10080,,42428.29167,10.4,10.1,10.4,10.6,10.1,RADIAL
300-WF-71816-01F01,6,CML: Elbow,300,01F01,80,30080,,42415.29167,19.2,18.9,19.4,19.2,18.9,RADIAL
450-WS-50804-1LC,41,CML: Elbow,450,1LC,XS,450XS,New Spool,42166.29167,9,9.3,9,8.8,8.8,RADIAL
350-WF-71815-01F01,1,CML: Pipe Length,25,1CS,,25,"No isometric drawing on system, Unable to confirm NWT",42519.29167,3,3.3,3.5,3.3,3,RADIAL
350-WF-71815-01F01,1,CML: Elbow,20,1CS,80,2080,"Cast fitting, reading taken adjacent to fitting",42187.29167,4.7,4.4,4.9,4.7,4.4,RADIAL
50-WF-71954-01F01,1,CML: Elbow,50,1CG,80,5080,,42387.29167,6,6.2,6.5,6.2,6,RADIAL
350-WF-71815-01F01,2,CML: Elbow,40,1CS,XS,40XS,,42151.29167,4.6,4.8,4.3,4.6,4.3,RADIAL
350-WF-71815-01F01,3,CML: Pipe Length,50,1CS,XS,50XS,,42142.29167,5.2,5,5.2,5.5,5,RADIAL
350-WF-71815-01F01,44,CML: Pipe Length,50,1CS,XS,50XS,,42142.29167,5.3,5.5,5.3,5,5,RADIAL
350-WF-71815-01F01,2,CML: Elbow,50,1CG,80,5080,,42245.29167,5.8,5.5,5.3,5.5,5.3,RADIAL
350-WF-71815-01F01,2,CML: Elbow,50,1CG,80,5080,,42246.29167,6.2,6.7,6.5,6.5,6.2,RADIAL
350-WF-71815-01F01,3,CML: Reducer,100,1CG,40,10040,,42425.29167,7.1,7.3,6.8,7.1,6.8,RADIAL
350-WF-71815-01F01,3,CML: Pipe Length,80,1CS,XS,80XS,,42184.29167,7.2,7.5,7.7,7.5,7.2,RADIAL
100-FG-45808-1CS,8,CML: Reducing Tee,150,1CS,XS,150XS,,42170.29167,12.5,15.1,15.5,15.6,12.5,RADIAL
150-DC-57606-1CS,8,CML: Pipe Length,150,1CS,80,15080,,42151.29167,10.2,10.6,10.6,10.3,10.2,RADIAL
350-WF-71815-01F01,15,CML: Elbow,50,1CG,80,5080,New spool,42251.29167,7.5,7.2,7.6,7.2,7.2,RADIAL
125-CW-33851-1LC,1,CML: Reducer,125,1LC,XS,125XS,,42179.29167,10.2,10.2,9.9,9.8,9.8,RADIAL
250-PW-44805-1LC,1,CML: Pipe Length,250,1LC,XS,250XS,,42141.29167,13.2,13.2,12.9,12.8,12.8,RADIAL
350-WF-71815-01F01,6,CML: Pipe Length,100,1CS,40,10040,,42157.29167,8.7,8.7,8.3,8.4,8.3,RADIAL
450-WS-50804-1LC,21,CML: Fitting,450,1LC,XS,450XS,,42166.29167,12.3,12.3,12.6,12.7,12.3,RADIAL
550-OC-33802-1LC,16,CML: Elbow,500,1LC,XS,500XS,Nominal diameter actually 550,42283.29167,12.3,12.6,12.3,12.7,12.3,RADIAL
150-WC-40819-1CS,7,CML: Pipe Length,250,1LC,XS,250XS,,42141.29167,12.8,12.7,12.7,12.7,12.7,RADIAL
350-WF-71815-01F01,21,CML: Pipe Length,40,1CS,160,40160,Possible wrong schedule. CML checked twice,42145.29167,4.5,4.9,4.9,4.9,4.5,RADIAL
350-WF-71815-01F01,20,CML: Pipe Length,40,1CS,160,40160,Possible wrong schedule. CML checked twice,42145.29167,5,5,4.6,5,4.6,RADIAL
350-WF-71815-01F01,2,CML: Elbow,25,1CG,80,2580,,42251.29167,5.2,5.2,4.8,5.2,4.8,RADIAL
350-WF-71815-01F01,32,CML: Elbow,50,1CG,80,5080,,42250.29167,6.2,5.8,5.8,5.8,5.8,RADIAL
350-WF-71815-01F01,170,CML: Fitting,25,1CG,160,25160,Bracket at 9 o clock ,42411.29167,6.7,6.5,6.9,,6.5,RADIAL
350-WF-71815-01F01,170,CML: Fitting,25,1CG,160,25160,Bracket at 9 o clock ,42411.29167,6.7,6.5,6.9,,6.5,RADIAL
350-WF-71815-01F01,3,CML: Pipe Length,40,1CS,160,40160,,42145.29167,7,6.6,7,7,6.6,RADIAL
350-WF-71815-01F01,9,CML: Elbow,25,01C02,160,25160,,42146.29167,6.6,6.2,6.6,6.6,6.2,RADIAL
50-WF-71940-01F01,2,CML: Reducing Tee,50,1CG,80,5080,,42370.29167,16.5,16.9,16.5,16.5,16.5,RADIAL
550-OC-33802-1LC,15,CML: Elbow,500,1LC,XS,500XS,Nominal diameter actually 550,42283.29167,12.3,12.3,12.7,12.3,12.3,RADIAL
300-PW-44802-1LC,26,CML: Elbow,300,1LC,XS,300XS,,42140.29167,10.5,10.9,10.7,10.9,10.5,RADIAL
500-WS-50801-1LC,3,CML: Reducing Tee,500,1LC,XS,500XS,,42166.29167,12.1,12.1,12.3,12.5,12.1,RADIAL
350-WF-71815-01F01,20,CML: Pipe Length,50,1CS,XS,50XS,,42142.29167,5.2,5.4,5,5.4,5,RADIAL
350-WF-71815-01F01,2,CML: Elbow,50,1CS,XS,50XS,,42184.29167,5.5,5.3,5.1,5.5,5.1,RADIAL
350-WF-71815-01F01,5,CML: Pipe Length,100,1CS,40,10040,,42147.29167,5.6,6,5.8,5.6,5.6,RADIAL
350-WF-71815-01F01,9,CML: Pipe Length,40,1CS,160,40160,,42145.29167,6.9,6.9,6.7,6.5,6.5,RADIAL
150-DH-56503-1CS,5,CML: Equal Tee,150,1CS,XS,150XS,,42169.29167,12.6,13.3,13.5,13.1,12.6,RADIAL
250-DC-57801-1CS,12,CML: Pipe Length,150,1CS,XS,150XS,,42148.29167,10.5,10.3,10.1,10.5,10.1,RADIAL
350-WF-71815-01F01,12,CML: Pipe Length,50,,80S,5080S,Material class on iso marked as 1SS,42223.29167,5.4,5.6,5.8,5.8,5.4,RADIAL
350-WF-71815-01F01,20,CML: Elbow,50,1LC,80,5080,,42141.29167,6.6,6.2,6.4,6.2,6.2,RADIAL
350-WF-71815-01F01,139,CML: Elbow,65,1CG,80,6580,,42411.29167,7.2,7.6,7.4,7.2,7.2,RADIAL
350-WF-71815-01F01,139,CML: Elbow,65,1CG,80,6580,,42411.29167,7.2,7.6,7.4,7.2,7.2,RADIAL
350-WF-71815-01F01,5,CML: Elbow,25,01C02,160,25160,,42146.29167,7.1,6.7,6.9,7.1,6.7,RADIAL
350-WF-71815-01F01,215,CML: Elbow,350,1CG,80,35080,,42411.29167,19.1,19.1,19.5,19.3,19.1,RADIAL
350-WF-71815-01F01,215,CML: Elbow,350,1CG,80,35080,,42411.29167,19.1,19.1,19.5,19.3,19.1,RADIAL
100-WF-71827-01F01,14,CML: Elbow,100,1CG,80,10080,,42415.29167,10,10.2,10.2,9.8,9.8,RADIAL
300-WF-71817-01F01,1,CML: Fitting,300,1CG,80,30080,,42414.29179,18.8,18.7,19.1,18.7,18.7,RADIAL
125-CW-33838-1LC,1,CML: Reducer,125,1LC,XS,125XS,,42176.5,10,10.4,10.4,10.3,10,RADIAL
150-CW-33847-1LC,2,CML: Pipe Length,300,1LC,XS,300XS,,42138.29167,11,10.9,11.3,10.9,10.9,RADIAL
150-DC-57606-1CS,22,CML: Pipe Length,150,1CS,80,15080,,42151.29167,11,11.3,11.4,11.4,11,RADIAL
350-WF-71815-01F01,43,CML: Pipe Length,50,1CS,XS,50XS,,42142.29167,5.1,5.4,5.5,5.5,5.1,RADIAL
350-WF-71815-01F01,13,CML: Elbow,25,01C02,160,25160,,42146.29167,6.4,6.1,6.5,6.5,6.1,RADIAL
40-BS-44827-1CG,14,CML: Reducer,50,1CG,80,5080,,42251.29167,6.5,6.4,6.5,6.1,6.1,RADIAL
350-WF-71815-01F01,2,CML: Elbow,40,1CG,80,4080,,42493.29167,5.2,4.9,4.8,4.8,4.8,RADIAL
350-WF-71815-01F01,16,CML: Pipe Length,100,1CS,40,10040,,42147.29167,5.7,6,5.6,5.6,5.6,RADIAL
350-WF-71815-01F01,5,CML: Elbow,40,1CG,80,4080,,42250.29167,6.4,6,6.4,6.3,6,RADIAL
150-DC-57606-1CS,7,CML: Reducing Tee,150,1CS,80,15080,,42151.29167,9.3,9.3,8.9,9.2,8.9,RADIAL
350-WF-71815-01F01,8,CML: Elbow,100,1CS,XS,100XS,,42244.29167,8.2,8.3,7.9,8.3,7.9,RADIAL
350-WF-71815-01F01,1,CML: Elbow,50,1CS,XS,50XS,,42182.29167,4.9,5,5.3,4.9,4.9,RADIAL
350-WF-71815-01F01,3,CML: Elbow,50,,80S,5080S,Material class on iso marked as 1SS,42223.29167,5.8,5.7,5.7,6.1,5.7,RADIAL
350-WF-71815-01F01,19,CML: Elbow,50,1LC,80,5080,,42141.29167,6.2,5.9,6.3,6.3,5.9,RADIAL
350-WF-71815-01F01,6,CML: Pipe Length,40,1CS,160,40160,,42145.29167,6.7,6.4,6.8,6.8,6.4,RADIAL
350-WF-71815-01F01,7,CML: Elbow,40,1CS,160,40160,,42145.29167,7.1,6.8,6.7,6.7,6.7,RADIAL
350-WF-71815-01F01,7,CML: Elbow,40,1CS,160,40160,"Cast fitting, reading taken on adjacent pipework",42147.29167,7,7.3,6.9,6.9,6.9,RADIAL
350-WF-71815-01F01,42,CML: Fitting,65,01F01,80,6580,,42243.29167,7.4,7.7,7.8,7.8,7.4,RADIAL
350-WF-71815-01F01,144,CML: Elbow,300,1CG,80,30080,,42411.29167,19.9,19.5,19.5,19.6,19.5,RADIAL
350-WF-71815-01F01,144,CML: Elbow,300,1CG,80,30080,,42411.29167,19.9,19.5,19.5,19.6,19.5,RADIAL
350-WF-71815-01F01,91,CML: Equal Tee,350,1CG,80,35080,,42411.29167,20,19.6,20,19.9,19.6,RADIAL
350-WF-71815-01F01,91,CML: Equal Tee,350,1CG,80,35080,,42411.29167,20,19.6,20,19.9,19.6,RADIAL
100-DN-56829-1CG,2,CML: Pipe Length,250,1LC,XS,250XS,,42139.29167,12.3,12.1,12.2,12.8,12.1,RADIAL
100-DN-56829-1CG,2,CML: Pipe Length,250,1LC,XS,250XS,,42139.29167,12.3,12.1,12.2,12.8,12.1,RADIAL
125-CW-33835-1LC,2,CML: Reducing Tee,125,1LC,XS,125XS,,42175.5,10.3,10.4,10,10.1,10,RADIAL
125-CW-33842-1LC,2,CML: Reducing Tee,125,1LC,XS,125XS,,42177.5,10.7,11,10.9,10.6,10.6,RADIAL
150-CW-33847-1LC,3,CML: Elbow,125,1LC,XS,125XS,,42179.29167,10.9,11,10.7,10.6,10.6,RADIAL
150-CW-33847-1LC,6,CML: Elbow,250,1LC,XS,250XS,,42141.29167,11,11.1,11.4,11.3,11,RADIAL
350-WF-71815-01F01,19,CML: Pipe Length,50,1CS,XS,50XS,,42142.29167,5,5.3,5.1,5.4,5,RADIAL
150-DC-57606-1CS,13,CML: Elbow,150,1CS,80,15080,,42151.29167,10.9,11.2,11.3,11,10.9,RADIAL
250-PW-44805-1LC,15,CML: Elbow,250,1LC,XS,250XS,,42141.29167,12.7,12.8,12.4,12.5,12.4,RADIAL
250-PW-44809-1LC,4,CML: Reducing Tee,250,1LC,XS,250XS,,42140.29167,11.9,12.3,12.2,12,11.9,RADIAL
50-WF-71947-01F01,4,CML: Elbow,50,1CG,80,5080,,42387.29167,5.8,5.9,6.2,6.1,5.8,RADIAL
80-WF-71830-01F01,8,CML: Reducer,150,01F01,80,15080,,42417.2919,11.8,11.4,11.7,11.5,11.4,RADIAL
350-WF-71815-01F01,4,CML: Elbow,50,1CS,XS,50XS,,42170.29167,4.2,4.6,4.5,4.3,4.2,RADIAL
350-WF-71815-01F01,4,CML: Elbow,50,1CS,XS,50XS,,42170.29167,4.2,4.6,4.5,4.3,4.2,RADIAL
350-WF-71815-01F01,2,CML: Elbow,50,,80S,5080S,Material class on iso marked as 1SS,42223.29167,6,6.1,5.8,5.7,5.7,RADIAL
100-DN-56829-1CG,14,CML: Pipe Length,300,1LC,XS,300XS,,42140.29167,12.2,12.4,12.1,12.5,12.1,RADIAL
100-DN-56829-1CG,14,CML: Reducer,150,1CS,XS,150XS,,42148.29167,12.3,12.2,12.5,12.1,12.1,RADIAL
125-CW-33835-1LC,3,CML: Reducer,125,1LC,XS,125XS,,42175.5,10.6,10.4,10.3,10.7,10.3,RADIAL
250-DC-57803-1CS,12,CML: Pipe Length,250,1CS,XS,250XS,,42150.29167,12.7,12.4,12.6,12.3,12.3,RADIAL
350-WF-71815-01F01,167,CML: Equal Tee,350,1CG,80,35080,,42411.29167,19.5,19.4,19.5,19.8,19.4,RADIAL
350-WF-71815-01F01,167,CML: Equal Tee,350,1CG,80,35080,,42411.29167,19.5,19.4,19.5,19.8,19.4,RADIAL
150-DC-57606-1CS,14,CML: Pipe Length,150,1CS,80,15080,,42151.29167,10.7,11,11,10.7,10.7,RADIAL
200-DC-57804-1LC,11,CML: Pipe Length,200,1LC,XS,200XS,,42150.29167,11.5,11.2,11.2,11.5,11.2,RADIAL
350-WF-71815-01F01,20,CML: Elbow,50,1CG,80,5080,,42243.29167,6.1,6.1,6.4,6.4,6.1,RADIAL
350-WF-71815-01F01,3,CML: Elbow,50,1CG,80,5080,,42246.29167,5,5.4,5.1,5.1,5,RADIAL
350-WF-71815-01F01,14,CML: Equal Tee,25,1CS,160,25160,,42145.29167,5.6,5.9,6,5.9,5.6,RADIAL
100-WF-71914-01F01,22,CML: Reducing Tee,100,1CG,80,10080,,42369.29167,10,10,9.9,10.3,9.9,RADIAL
350-WF-71815-01F01,4,CML: Equal Tee,20,1CS,80,2080,"Cast fitting, reading taken adjacent to fitting",42187.29167,4.2,3.9,3.8,3.9,3.8,RADIAL
350-WF-71815-01F01,6,CML: Reducer,25,1CG,XS,25XS,,42424.29167,4.7,4.4,4.4,4.3,4.3,RADIAL
350-WF-71815-01F01,64,CML: Elbow,50,1CS,XS,50XS,,42148.29167,5.3,5.6,5.7,5.6,5.3,RADIAL
100-FG-45808-1CS,5,CML: Elbow,300,1LC,XS,300XS,,42140.29167,12.5,14.1,14.5,13.9,12.5,RADIAL
350-WF-71815-01F01,4,CML: Elbow,40,1CS,160,40160,"Cast fitting, reading taken on adjacent pipework",42147.29167,7,6.7,6.7,7,6.7,RADIAL
350-WF-71815-01F01,14,CML: Pipe Length,40,1CS,160,40160,,42144.29167,7.3,7.3,7,7,7,RADIAL
350-WF-71815-01F01,19,CML: Elbow,50,1CG,80,5080,,42250.29167,6.7,6.8,6.4,6.7,6.4,RADIAL
350-WF-71815-01F01,3,CML: Reducer,100,1CG,40,10040,,42425.29167,7.5,7.5,7.6,7.2,7.2,RADIAL
100-WF-71860-01F01,62,CML: Elbow,100,01F01,80,10080,,42430.29167,9.3,9.7,9.6,9.6,9.3,RADIAL
150-WC-40819-1CS,25,CML: Elbow,300,1LC,XS,300XS,,42140.29167,12.8,14.8,13.3,13.6,12.8,RADIAL
200-OC-33805-1CS,8,CML: Fitting,200,1CS,XS,200XS,,42283.29167,13.1,13.2,13.1,12.8,12.8,RADIAL
100-DN-56829-1CG,8,CML: Pipe Length,500,1LC,XS,500XS,Nominal diameter actually 550,42283.29167,12.2,12.2,12.1,12.2,12.1,RADIAL
150-WF-71898-01F01,1,CML: Elbow,150,1CG,80,15080,,42422.29167,12.8,12.5,12.9,12.7,12.5,RADIAL
350-WF-71815-01F01,7,CML: Elbow,80,1CS,XS,80XS,,42182.29167,5,5.4,5.1,5.2,5,RADIAL
150-DO-62800-1CS,19,CML: Pipe Length,150,1CS,XS,150XS,,42143.29167,10.3,10.4,10.2,10.4,10.2,RADIAL
300-WF-71880-01F01,3,CML: Elbow,300,1CG,80,30080,,42414.29174,4.4,4.1,4.3,4.5,4.1,RADIAL
350-WF-71815-01F01,5,CML: Elbow,25,1CS,160,25160,"Cast fitting, reading taken adjacent to fitting",42189.29167,6.1,6.4,6.2,6,6,RADIAL
50-WZ-53804-1CG,4,CML: Reducer,50,1CG,80,5080,,42497.29167,5.4,5.2,5.1,5,5,RADIAL
150-DO-62800-1CS,32,CML: Pipe Length,150,1CS,XS,150XS,,42143.29167,10.3,10.2,10.2,10.3,10.2,RADIAL
50-WZ-53804-1CG,10,CML: Equal Tee,50,1CG,80,5080,,42497.29167,9.8,9.6,9.4,9.5,9.4,RADIAL
350-WF-71815-01F01,1,CML: Equal Tee,50,1CS,,50,No isometric drawing for this line,42224.29167,5.5,5.7,5.3,5.6,5.3,RADIAL
350-WF-71815-01F01,5,CML: Elbow,25,1LC,80,2580,,42174.29167,5.7,5.3,5.5,5.4,5.3,RADIAL
350-WF-71815-01F01,4,CML: Elbow,50,1CS,XS,50XS,,42144.29167,6.2,6,5.8,6.1,5.8,RADIAL
350-WF-71815-01F01,1,CML: Elbow,100,1CG,40,10040,,42426.29167,7.3,7.7,7.4,7.5,7.3,RADIAL
350-WF-71815-01F01,2,CML: Elbow,50,1CS,XS,50XS,,42183.29167,5.3,5.2,5,5.4,5,RADIAL
350-WF-71815-01F01,4,CML: Pipe Length,50,1CS,XS,50XS,,42142.29167,5.2,5.1,5.3,5.5,5.1,RADIAL
350-WF-71815-01F01,56,CML: Elbow,50,1CS,XS,50XS,,42148.29167,5.3,5.4,5.5,5.7,5.3,RADIAL
350-WF-71815-01F01,1,CML: Elbow,50,01F01,80,5080,,42431.29167,7,6.8,7.1,7.2,6.8,RADIAL
350-WF-71815-01F01,233,CML: Reducing Tee,65,1CG,80,6580,,42411.29167,7.2,7.1,6.8,7,6.8,RADIAL
350-WF-71815-01F01,233,CML: Reducing Tee,65,1CG,80,6580,,42411.29167,7.2,7.1,6.8,7,6.8,RADIAL
80-WF-71830-01F01,4,CML: Elbow,80,1CG,80,8080,,42416.29182,9.3,9.6,9.2,9.4,9.2,RADIAL
350-WF-71815-01F01,1,CML: Elbow,25,,,25,"No isometric drawing on system, Unable to confirm NWT, Pipe material class 3CS",42520.29167,3.6,3.5,3.4,3.2,3.2,RADIAL
350-WF-71815-01F01,3,CML: Elbow,40,1CS,XS,40XS,,42151.29167,4.7,5.1,4.9,4.8,4.7,RADIAL
50-WF-71962-01F01,3,CML: Equal Tee,50,01F01,80,5080,,42417.29172,6.8,6.6,6.4,6.7,6.4,RADIAL
350-WF-71815-01F01,13,CML: Elbow,40,1CS,160,40160,,42145.29167,6.9,6.7,7.1,7,6.7,RADIAL
350-WF-71815-01F01,22,CML: Pipe Length,40,1CS,160,40160,,42144.29167,7,7.1,6.9,6.7,6.7,RADIAL
350-WF-71815-01F01,28,CML: Elbow,40,1CS,160,40160,,42144.29167,7,6.7,6.9,7.1,6.7,RADIAL
350-WF-71815-01F01,196,CML: Elbow,65,1CG,80,6580,,42411.29167,7.6,7.5,7.4,7.2,7.2,RADIAL
350-WF-71815-01F01,196,CML: Elbow,65,1CG,80,6580,,42411.29167,7.6,7.5,7.4,7.2,7.2,RADIAL
350-WF-71815-01F01,1,CML: Elbow,65,1LC,80,6580,,42258.29167,8.2,7.9,7.8,8,7.8,RADIAL
100-DN-56829-1CG,13,CML: Pipe Length,500,1LC,XS,500XS,Nominal diameter actually 550,42283.29167,12.2,12.2,12.2,12.1,12.1,RADIAL
100-FG-45808-1CS,5,CML: Reducing Tee,150,1CS,XS,150XS,,42170.29167,12.5,13,13,14.5,12.5,RADIAL
100-FG-45808-1CS,5,CML: Reducing Tee,150,1CS,XS,150XS,,42170.29167,12.5,13,13,14.5,12.5,RADIAL
150-WF-71852-01F01,11,CML: Elbow,150,01F01,80,15080,,42421.29167,13.1,13.2,13,12.8,12.8,RADIAL
250-PW-44805-1LC,21,CML: Pipe Length,250,1LC,XS,250XS,,42141.29167,13.4,13.7,13.3,13.5,13.3,RADIAL
550-OC-33802-1LC,19,CML: Equal Tee,500,1LC,XS,500XS,Nominal diameter actually 550,42283.29167,15.6,15.7,15.5,15.3,15.3,RADIAL
100-DN-56829-1CG,6,CML: Reducer,300,1LC,XS,300XS,,42140.29167,12.2,13,13.1,12.5,12.2,RADIAL
100-DN-56829-1CG,2,CML: Pipe Length,250,1LC,XS,250XS,,42140.29167,12.2,12.8,12.9,12.9,12.2,RADIAL
450-WS-50804-1LC,27,CML: Elbow,450,1LC,XS,450XS,New Spool,42166.29167,13,12.8,13.2,13.1,12.8,RADIAL
100-DN-56829-1CG,4,CML: Elbow,200,01F01,80,20080,,42423.29167,12.2,12.6,12.2,12.8,12.2,RADIAL
350-WF-71815-01F01,1,CML: Elbow,25,,,25,"No isometric drawing on system, Unable to confirm NWT, Pipe material class 3CS",42520.29167,4.2,4.4,4,4.2,4,RADIAL
350-WF-71815-01F01,4,CML: Elbow,25,1CS,,25,"No isometric drawing on system, Unable to confirm NWT",42520.29167,5.9,5.7,5.7,5.5,5.5,RADIAL
350-WF-71815-01F01,38,CML: Equal Tee,50,1CG,80,5080,,42250.29167,8.2,8.2,8.4,8,8,RADIAL
40-BS-44827-1CG,7,CML: Elbow,50,1CG,80,5080,,42251.29167,6.3,6.3,6.1,6.5,6.1,RADIAL
350-WF-71815-01F01,2,CML: Pipe Length,25,1CS,,25,"No isometric drawing on system, Unable to confirm NWT",42519.29167,3.4,3,3.2,3.2,3,RADIAL
350-WF-71815-01F01,13,CML: Elbow,40,1CS,160,40160,,42145.29167,7.1,6.9,6.7,6.9,6.7,RADIAL
350-WF-71815-01F01,21,CML: Elbow,40,1CS,160,40160,,42144.29167,7.1,7.3,6.9,7.1,6.9,RADIAL
350-WF-71815-01F01,250,CML: Fitting,400,1CG,80,40080,,42411.29167,19.5,19.3,19.5,19.7,19.3,RADIAL
350-WF-71815-01F01,250,CML: Fitting,400,1CG,80,40080,,42411.29167,19.5,19.3,19.5,19.7,19.3,RADIAL
250-WS-50816-1CG,5,CML: Equal Tee,100,1CG,80,10080,,42163.29167,,9.4,9.7,9.5,9.4,RADIAL
100-FG-45808-1CS,4,CML: Elbow,250,1LC,XS,250XS,,42497.29167,12.5,13.6,13.1,14.3,12.5,RADIAL
150-CW-33853-1LC,4,CML: Reducer,150,1LC,XS,150XS,,42181.29167,11.6,11.8,11.8,11.5,11.5,RADIAL
500-WS-50801-1LC,4,CML: Reducing Tee,500,1LC,XS,500XS,,42166.29167,12.1,12.2,12.4,12.4,12.1,RADIAL
350-WF-71815-01F01,1,CML: Elbow,100,1CG,40,10040,,42427.29167,5.6,5.6,5.6,5.9,5.6,RADIAL
80-DO-62857-1CS,4,CML: Equal Tee,80,1CS,XS,80XS,,42182.29167,12.3,11.8,12.3,10.3,10.3,RADIAL
100-WF-71827-01F01,7,CML: Elbow,100,1CG,80,10080,,42415.29167,9.7,9.7,10,9.7,9.7,RADIAL
350-WF-71815-01F01,54,CML: Elbow,50,1CS,XS,50XS,,42142.29167,5.1,5.4,5.4,5.2,5.1,RADIAL
350-WF-71815-01F01,17,CML: Elbow,50,1CS,XS,50XS,,42142.29167,5.3,5.1,5.1,5.4,5.1,RADIAL
350-WF-71815-01F01,19,CML: Pipe Length,100,1CS,40,10040,,42147.29167,5.6,5.9,5.7,5.9,5.6,RADIAL
350-WF-71815-01F01,9,CML: Elbow,50,,,50,"No isometric drawing on system, Unable to confirm NWT, Pipe material class 3CS",42521.29167,5.7,5.6,5.9,5.9,5.6,RADIAL
350-WF-71815-01F01,13,CML: Pipe Length,100,1CS,40,10040,,42147.29167,5.9,5.6,5.8,5.6,5.6,RADIAL
350-WF-71815-01F01,6,CML: Elbow,25,1CS,,25,"No isometric drawing on system, Unable to confirm NWT",42520.29167,5.9,5.6,5.6,5.8,5.6,RADIAL
350-WF-71815-01F01,5,CML: Elbow,40,1CS,160,40160,Reading taken next to fitting,42171.29167,6.4,6.1,6.2,6.4,6.1,RADIAL
80-WF-71830-01F01,5,CML: Elbow,80,1CG,80,8080,,42416.29183,7.9,7.9,7.6,7.7,7.6,RADIAL
100-DN-56829-1CG,12,CML: Pipe Length,500,1LC,XS,500XS,Nominal diameter actually 550,42283.29167,12.2,12.2,12.2,12.7,12.2,RADIAL
